Rank	Taxonpath	Taxon	ERR1	ERR10	ERR11	ERR12	ERR13	ERR14	ERR15	ERR16	ERR17	ERR18	ERR19	ERR2	ERR20	ERR21	ERR22	ERR23	ERR24	ERR25	ERR26	ERR27	ERR28	ERR29	ERR3	ERR30	ERR31	ERR32	ERR33	ERR34	ERR35	ERR36	ERR37	ERR38	ERR39	ERR4	ERR40	ERR41	ERR42	ERR43	ERR44	ERR45	ERR46	ERR47	ERR48	ERR49	ERR5	ERR50	ERR6	ERR7	ERR8	ERR9
root	root	root	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
meta	Main genome	Main genome	0.987915407855	0.799800115722	0.864638748693	0.884303370175	0.820848611839	0.821041023379	0.875881221961	0.903984358487	0.879261281143	0.885198555957	0.989832231825	1.0	0.873711012094	0.99780017394	0.997651561277	0.943158436214	0.973105915421	0.985204154218	0.848679457333	0.936232702626	0.976908752328	0.811692522572	0.966195685202	0.848974049487	0.972630944609	0.971928182935	0.997938616583	0.920088660756	0.976810414972	0.883392226148	0.903190167104	0.952102263977	0.987998843262	0.994402370761	0.97456333729	0.996584810538	0.894933502217	0.738498192573	0.97817364789	0.977407923048	0.955256641153	0.964410999208	0.963287259991	0.939608269859	0.986577181208	0.988900100908	0.966413400104	0.870166366906	0.94674994217	0.84746842776
meta	Chloroplast	Chloroplast	0.012084592145	0.199726474147	0.134679216114	0.114662165841	0.178818038954	0.178120864579	0.12347788934	0.0952229972522	0.119809512748	0.113405535499	0.0101677681749	0.0	0.125907065563	0.00219982606027	0.00234843872315	0.0534979423868	0.026894084579	0.0147958457818	0.151159990367	0.0637108161536	0.0230912476723	0.187659001347	0.0338043147979	0.150925367129	0.0272686184904	0.0280718170653	0.00206138341732	0.0794447036864	0.0229861676159	0.116607773852	0.096809832896	0.0478977360234	0.0111336032389	0.00559762923938	0.0240800406987	0.0034151894617	0.105066497783	0.261501807427	0.0218263521104	0.0225920769523	0.0447433588474	0.0355890007921	0.0367127400088	0.0596058517712	0.0130499627144	0.0110998990918	0.0335865998964	0.129833633094	0.0531575294934	0.151778472946
meta	Mitochondria	Mitochondria	0.0	0.000473410130977	0.000682035193016	0.00103446398432	0.000333349207105	0.000838112042347	0.000640888698996	0.000792644261256	0.00092920610953	0.00139590854392	0.0	0.0	0.000381922342457	0.0	0.0	0.00334362139918	0.0	0.0	0.000160552299912	5.64812199944e-05	0.0	0.000648476081209	0.0	0.000100583383625	0.000100436900517	0.0	0.0	0.0	0.000203417412531	0.0	0.0	0.0	0.000867553499132	0.0	0.00135662201119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000785878370209	0.000372856077554	0.0	0.0	0.0	0.0	0.000753099293245
meta	No hits	No hits	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000105685901501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000160552299912	0.0	0.000186219739292	0.000199531101911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
domain	Main genome;Bacteria	Bacteria	0.987915407855	0.750197254221	0.853453371527	0.87335983013	0.809324253536	0.804058226731	0.857989745781	0.847706615937	0.847029444219	0.876774969916	0.989832231825	1.0	0.847358370465	0.997595538957	0.997651561277	0.943029835391	0.973105915421	0.985204154218	0.830135666693	0.929624399887	0.976815642458	0.810644984287	0.966195685202	0.839871253269	0.970270677447	0.971752734078	0.997938616583	0.920088660756	0.974572823434	0.883038869258	0.903190167104	0.952102263977	0.987998843262	0.994402370761	0.97456333729	0.996584810538	0.894933502217	0.738498192573	0.978013160006	0.977407923048	0.955256641153	0.964410999208	0.962661830008	0.938822391488	0.985831469053	0.9851160444	0.966413400104	0.870110161871	0.943789035392	0.835302977639
domain	Main genome;Eukaryota	Eukaryota	0.0	0.0	0.0	0.0	4.76213153007e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.62050359712e-05	0.0	0.0
domain	Main genome;Archaea	Archaea	0.0	0.0496028615012	0.0111853771655	0.0109435400446	0.0114767369875	0.0169827966476	0.0178914761803	0.0562777425491	0.0322318369243	0.00842358604091	0.0	0.0	0.0263526416295	0.00020463498235	0.0	0.000128600823045	0.0	0.0	0.0185437906398	0.00660830273934	9.31098696462e-05	0.00104753828503	0.0	0.00910279621806	0.00236026716216	0.000175448856658	0.0	0.0	0.00223759153784	0.000353356890459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000160487883165	0.0	0.0	0.0	0.000625429983113	0.000785878370209	0.000745712155108	0.00378405650858	0.0	0.0	0.0029609067777	0.0121654501217
domain	Chloroplast;Bacteria (Chloroplast)	Bacteria (Chloroplast)	0.012084592145	0.199726474147	0.134679216114	0.114662165841	0.178818038954	0.178120864579	0.12347788934	0.0952229972522	0.119809512748	0.113405535499	0.0101677681749	0.0	0.125907065563	0.00219982606027	0.00234843872315	0.0534979423868	0.026894084579	0.0147958457818	0.151159990367	0.0637108161536	0.0230912476723	0.187659001347	0.0338043147979	0.150925367129	0.0272686184904	0.0280718170653	0.00206138341732	0.0794447036864	0.0229861676159	0.116607773852	0.096809832896	0.0478977360234	0.0111336032389	0.00559762923938	0.0240800406987	0.0034151894617	0.105066497783	0.261501807427	0.0218263521104	0.0225920769523	0.0447433588474	0.0355890007921	0.0367127400088	0.0596058517712	0.0130499627144	0.0110998990918	0.0335865998964	0.129833633094	0.0531575294934	0.151778472946
domain	Mitochondria;Bacteria (Mitochondrion)	Bacteria (Mitochondrion)	0.0	0.000473410130977	0.000682035193016	0.00103446398432	0.000333349207105	0.000838112042347	0.000640888698996	0.000792644261256	0.00092920610953	0.00139590854392	0.0	0.0	0.000381922342457	0.0	0.0	0.00334362139918	0.0	0.0	0.000160552299912	5.64812199944e-05	0.0	0.000648476081209	0.0	0.000100583383625	0.000100436900517	0.0	0.0	0.0	0.000203417412531	0.0	0.0	0.0	0.000867553499132	0.0	0.00135662201119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000785878370209	0.000372856077554	0.0	0.0	0.0	0.0	0.000753099293245
